,database_code,domain_name,database_group,language_code,language_name,status,visibility,editability,english_name,git_created_dt,git_closed_dt
531,mywiki,my.wikipedia.org,wikipedia,my,Burmese,open,public,public,Burmese Wikipedia,2012-02-24,
532,mywikibooks,my.wikibooks.org,wikibooks,my,Burmese,closed,public,public,Burmese Wikibooks,2012-02-24,2012-02-24
533,mywiktionary,my.wiktionary.org,wiktionary,my,Burmese,open,public,public,Burmese Wiktionary,2012-02-24,
534,mznwiki,mzn.wikipedia.org,wikipedia,mzn,Mazanderani,open,public,public,Mazanderani Wikipedia,2012-02-24,
535,nahwiki,nah.wikipedia.org,wikipedia,nah,Nahuatl,open,public,public,Nāhuatl Wikipedia,2012-02-24,
536,nahwikibooks,nah.wikibooks.org,wikibooks,nah,Nahuatl,closed,public,public,Nāhuatl Wikibooks,2012-02-24,2012-02-24
537,nahwiktionary,nah.wiktionary.org,wiktionary,nah,Nahuatl,open,public,public,Nāhuatl Wiktionary,2012-02-24,
538,napwiki,nap.wikipedia.org,wikipedia,nap,Neapolitan,open,public,public,Neapolitan Wikipedia,2012-02-24,
539,napwikisource,nap.wikisource.org,wikisource,nap,Neapolitan,open,public,public,Neapolitan Wikisource,2018-12-11,
540,nawiki,na.wikipedia.org,wikipedia,na,Nauru,open,public,public,Nauru Wikipedia,2012-02-24,2023-05-01
541,nawikibooks,na.wikibooks.org,wikibooks,na,Nauru,closed,public,public,Nauru Wikibooks,2012-02-24,2012-02-24
542,nawikiquote,na.wikiquote.org,wikiquote,na,Nauru,closed,public,public,Nauru Wikiquote,2012-02-24,2012-02-24
543,nawiktionary,na.wiktionary.org,wiktionary,na,Nauru,open,public,public,Nauru Wiktionary,2012-02-24,
544,nds_nlwiki,nds-nl.wikipedia.org,wikipedia,nds-nl,Low Saxon,open,public,public,Low Saxon Wikipedia,2012-02-24,
545,ndswiki,nds.wikipedia.org,wikipedia,nds,Low German,open,public,public,Low German Wikipedia,2012-02-24,
546,ndswikibooks,nds.wikibooks.org,wikibooks,nds,Low German,closed,public,public,Low German Wikibooks,2012-02-24,2012-02-24
547,ndswikiquote,nds.wikiquote.org,wikiquote,nds,Low German,closed,public,public,Low German Wikiquote,2012-02-24,2012-02-24
548,ndswiktionary,nds.wiktionary.org,wiktionary,nds,Low German,open,public,public,Low German Wiktionary,2012-02-24,
549,newiki,ne.wikipedia.org,wikipedia,ne,Nepali,open,public,public,Nepali Wikipedia,2012-02-24,
550,newikibooks,ne.wikibooks.org,wikibooks,ne,Nepali,open,public,public,Nepali Wikibooks,2012-02-24,
551,newiktionary,ne.wiktionary.org,wiktionary,ne,Nepali,open,public,public,Nepali Wiktionary,2012-02-24,
552,newwiki,new.wikipedia.org,wikipedia,new,Newari,open,public,public,Newari Wikipedia,2012-02-24,
553,ngwiki,ng.wikipedia.org,wikipedia,ng,Ndonga,closed,public,public,Ndonga Wikipedia,2012-02-24,2012-02-24
554,niawiki,nia.wikipedia.org,wikipedia,nia,Nias,open,public,public,Nias Wikipedia,2021-01-11,
555,niawiktionary,nia.wiktionary.org,wiktionary,nia,Nias,open,public,public,Nias Wiktionary,2021-01-11,
556,nlwiki,nl.wikipedia.org,wikipedia,nl,Dutch,open,public,public,Dutch Wikipedia,2012-02-24,
557,nlwikibooks,nl.wikibooks.org,wikibooks,nl,Dutch,open,public,public,Dutch Wikibooks,2012-02-24,
558,nlwikinews,nl.wikinews.org,wikinews,nl,Dutch,open,public,public,Dutch Wikinews,2012-02-24,
559,nlwikiquote,nl.wikiquote.org,wikiquote,nl,Dutch,open,public,public,Dutch Wikiquote,2012-02-24,
560,nlwikisource,nl.wikisource.org,wikisource,nl,Dutch,open,public,public,Dutch Wikisource,2012-02-24,
561,nlwikivoyage,nl.wikivoyage.org,wikivoyage,nl,Dutch,open,public,public,Dutch Wikivoyage,2012-11-06,
562,nlwiktionary,nl.wiktionary.org,wiktionary,nl,Dutch,open,public,public,Dutch Wiktionary,2012-02-24,
563,nnwiki,nn.wikipedia.org,wikipedia,nn,Norwegian Nynorsk,open,public,public,Norwegian Nynorsk Wikipedia,2012-02-24,
564,nnwikiquote,nn.wikiquote.org,wikiquote,nn,Norwegian Nynorsk,open,public,public,Norwegian Nynorsk Wikiquote,2012-02-24,
565,nnwiktionary,nn.wiktionary.org,wiktionary,nn,Norwegian Nynorsk,open,public,public,Norwegian Nynorsk Wiktionary,2012-02-24,
566,novwiki,nov.wikipedia.org,wikipedia,nov,Novial,open,public,public,Novial Wikipedia,2012-02-24,
567,nowiki,no.wikipedia.org,wikipedia,no,Norwegian,open,public,public,Norwegian Bokmål Wikipedia,2012-02-24,
568,nowikibooks,no.wikibooks.org,wikibooks,no,Norwegian,open,public,public,Norwegian Wikibooks,2012-02-24,
569,nowikinews,no.wikinews.org,wikinews,no,Norwegian,open,public,public,Norwegian Wikinews,2012-02-24,
570,nowikiquote,no.wikiquote.org,wikiquote,no,Norwegian,open,public,public,Norwegian Bokmål Wikiquote,2012-02-24,
571,nowikisource,no.wikisource.org,wikisource,no,Norwegian,open,public,public,Norwegian Wikisource,2012-02-24,
572,nowiktionary,no.wiktionary.org,wiktionary,no,Norwegian,open,public,public,Norwegian Bokmål Wiktionary,2012-02-24,
573,nqowiki,nqo.wikipedia.org,wikipedia,nqo,N’Ko,open,public,public,N'Ko Wikipedia,2019-09-25,
574,nrmwiki,nrm.wikipedia.org,wikipedia,nrm,Norman,open,public,public,Nouormand Wikipedia,2012-02-24,
575,nsowiki,nso.wikipedia.org,wikipedia,nso,Northern Sotho,open,public,public,Northern Sotho Wikipedia,2012-05-08,
576,nvwiki,nv.wikipedia.org,wikipedia,nv,Navajo,open,public,public,Navajo Wikipedia,2012-02-24,
577,nywiki,ny.wikipedia.org,wikipedia,ny,Nyanja,open,public,public,Nyanja Wikipedia,2012-02-24,
578,ocwiki,oc.wikipedia.org,wikipedia,oc,Occitan,open,public,public,Occitan Wikipedia,2012-02-24,
579,ocwikibooks,oc.wikibooks.org,wikibooks,oc,Occitan,open,public,public,Occitan Wikibooks,2012-02-24,
580,ocwiktionary,oc.wiktionary.org,wiktionary,oc,Occitan,open,public,public,Occitan Wiktionary,2012-02-24,
581,olowiki,olo.wikipedia.org,wikipedia,olo,Livvi-Karelian,open,public,public,Livvi-Karelian Wikipedia,2016-09-26,
582,omwiki,om.wikipedia.org,wikipedia,om,Oromo,open,public,public,Oromo Wikipedia,2012-02-24,
583,omwiktionary,om.wiktionary.org,wiktionary,om,Oromo,open,public,public,Oromo Wiktionary,2012-02-24,
584,orwiki,or.wikipedia.org,wikipedia,or,Odia,open,public,public,Oriya Wikipedia,2012-02-24,
585,orwikisource,or.wikisource.org,wikisource,or,Odia,open,public,public,Oriya Wikisource,2014-10-19,
586,orwiktionary,or.wiktionary.org,wiktionary,or,Odia,open,public,public,Oriya Wiktionary,2012-02-24,
587,oswiki,os.wikipedia.org,wikipedia,os,Ossetic,open,public,public,Ossetic Wikipedia,2012-02-24,
588,pagwiki,pag.wikipedia.org,wikipedia,pag,Pangasinan,open,public,public,Pangasinan Wikipedia,2012-02-24,
589,pamwiki,pam.wikipedia.org,wikipedia,pam,Pampanga,open,public,public,Pampanga Wikipedia,2012-02-24,
590,papwiki,pap.wikipedia.org,wikipedia,pap,Papiamento,open,public,public,Papiamento Wikipedia,2012-02-24,
591,pawiki,pa.wikipedia.org,wikipedia,pa,Punjabi,open,public,public,Punjabi Wikipedia,2012-02-24,
592,pawikibooks,pa.wikibooks.org,wikibooks,pa,Punjabi,open,public,public,Punjabi Wikibooks,2012-02-24,
593,pawikisource,pa.wikisource.org,wikisource,pa,Punjabi,open,public,public,Punjabi Wikisource,2017-04-13,
594,pawiktionary,pa.wiktionary.org,wiktionary,pa,Punjabi,open,public,public,Punjabi Wiktionary,2012-02-24,
595,pcdwiki,pcd.wikipedia.org,wikipedia,pcd,Picard,open,public,public,Picard Wikipedia,2012-05-08,
596,pcmwiki,pcm.wikipedia.org,wikipedia,pcm,Nigerian Pidgin,open,public,public,Nigerian Pidgin Wikipedia,2022-07-19,
597,pdcwiki,pdc.wikipedia.org,wikipedia,pdc,Pennsylvania German,open,public,public,Pennsylvania German Wikipedia,2012-02-24,
598,pflwiki,pfl.wikipedia.org,wikipedia,pfl,Palatine German,open,public,public,Palatine German Wikipedia,2012-05-08,
599,pihwiki,pih.wikipedia.org,wikipedia,pih,Norfuk-Pitkern,open,public,public,Norfuk / Pitkern Wikipedia,2012-02-24,
600,piwiki,pi.wikipedia.org,wikipedia,pi,Pali,open,public,public,Pali Wikipedia,2012-02-24,
601,piwiktionary,pi.wiktionary.org,wiktionary,pi,Pali,closed,public,public,Pali Wiktionary,2012-02-24,2012-02-24
602,plwiki,pl.wikipedia.org,wikipedia,pl,Polish,open,public,public,Polish Wikipedia,2012-02-24,
603,plwikibooks,pl.wikibooks.org,wikibooks,pl,Polish,open,public,public,Polish Wikibooks,2012-02-24,
604,plwikinews,pl.wikinews.org,wikinews,pl,Polish,open,public,public,Polish Wikinews,2012-02-24,
605,plwikiquote,pl.wikiquote.org,wikiquote,pl,Polish,open,public,public,Polish Wikiquote,2012-02-24,
606,plwikisource,pl.wikisource.org,wikisource,pl,Polish,open,public,public,Polish Wikisource,2012-02-24,
607,plwikivoyage,pl.wikivoyage.org,wikivoyage,pl,Polish,open,public,public,Polish Wikivoyage,2013-02-06,
608,plwiktionary,pl.wiktionary.org,wiktionary,pl,Polish,open,public,public,Polish Wiktionary,2012-02-24,
609,pmswiki,pms.wikipedia.org,wikipedia,pms,Piedmontese,open,public,public,Piedmontese Wikipedia,2012-02-24,
610,pmswikisource,pms.wikisource.org,wikisource,pms,Piedmontese,open,public,public,Piedmontese Wikisource,2018-05-18,
611,pnbwiki,pnb.wikipedia.org,wikipedia,pnb,Western Punjabi,open,public,public,Western Punjabi Wikipedia,2012-05-08,
612,pnbwiktionary,pnb.wiktionary.org,wiktionary,pnb,Western Punjabi,open,public,public,Western Punjabi Wiktionary,2012-05-08,
613,pntwiki,pnt.wikipedia.org,wikipedia,pnt,Pontic,open,public,public,Pontic Wikipedia,2012-05-08,
614,pswiki,ps.wikipedia.org,wikipedia,ps,Pashto,open,public,public,Pashto Wikipedia,2012-02-24,
615,pswikibooks,ps.wikibooks.org,wikibooks,ps,Pashto,closed,public,public,Pashto Wikibooks,2012-02-24,2012-02-24
616,pswikivoyage,ps.wikivoyage.org,wikivoyage,ps,Pashto,open,public,public,Pashto Wikivoyage,2018-06-04,
617,pswiktionary,ps.wiktionary.org,wiktionary,ps,Pashto,open,public,public,Pashto Wiktionary,2012-02-24,
618,ptwiki,pt.wikipedia.org,wikipedia,pt,Portuguese,open,public,public,Portuguese Wikipedia,2012-02-24,
619,ptwikibooks,pt.wikibooks.org,wikibooks,pt,Portuguese,open,public,public,Portuguese Wikibooks,2012-02-24,
620,ptwikinews,pt.wikinews.org,wikinews,pt,Portuguese,open,public,public,Portuguese Wikinews,2012-02-24,
621,ptwikiquote,pt.wikiquote.org,wikiquote,pt,Portuguese,open,public,public,Portuguese Wikiquote,2012-02-24,
622,ptwikisource,pt.wikisource.org,wikisource,pt,Portuguese,open,public,public,Portuguese Wikisource,2012-02-24,
623,ptwikiversity,pt.wikiversity.org,wikiversity,pt,Portuguese,open,public,public,Portuguese Wikiversity,2012-05-08,
624,ptwikivoyage,pt.wikivoyage.org,wikivoyage,pt,Portuguese,open,public,public,Portuguese Wikivoyage,2013-01-03,
625,ptwiktionary,pt.wiktionary.org,wiktionary,pt,Portuguese,open,public,public,Portuguese Wiktionary,2012-02-24,
626,pwnwiki,pwn.wikipedia.org,wikipedia,pwn,Paiwan,open,public,public,Paiwan Wikipedia,2021-10-23,
627,quwiki,qu.wikipedia.org,wikipedia,qu,Quechua,open,public,public,Quechua Wikipedia,2012-02-24,
628,quwikibooks,qu.wikibooks.org,wikibooks,qu,Quechua,closed,public,public,Quechua Wikibooks,2012-02-24,2012-02-24
629,quwikiquote,qu.wikiquote.org,wikiquote,qu,Quechua,closed,public,public,Quechua Wikiquote,2012-02-24,2012-02-24
630,quwiktionary,qu.wiktionary.org,wiktionary,qu,Quechua,open,public,public,Quechua Wiktionary,2012-02-24,
631,rmwiki,rm.wikipedia.org,wikipedia,rm,Romansh,open,public,public,Romansh Wikipedia,2012-02-24,
632,rmwikibooks,rm.wikibooks.org,wikibooks,rm,Romansh,closed,public,public,Romansh Wikibooks,2012-02-24,2012-02-24
633,rmwiktionary,rm.wiktionary.org,wiktionary,rm,Romansh,closed,public,public,Romansh Wiktionary,2012-02-24,2012-02-24
634,rmywiki,rmy.wikipedia.org,wikipedia,rmy,Vlax Romani,open,public,public,Romani Wikipedia,2012-02-24,
635,rnwiki,rn.wikipedia.org,wikipedia,rn,Rundi,open,public,public,Rundi Wikipedia,2012-02-24,
636,rnwiktionary,rn.wiktionary.org,wiktionary,rn,Rundi,closed,public,public,Rundi Wiktionary,2012-02-24,2012-02-24
637,roa_rupwiki,roa-rup.wikipedia.org,wikipedia,roa-rup,Aromanian,open,public,public,Aromanian Wikipedia,2012-02-24,
638,roa_rupwiktionary,roa-rup.wiktionary.org,wiktionary,roa-rup,Aromanian,open,public,public,Aromanian Wiktionary,2012-02-24,
639,roa_tarawiki,roa-tara.wikipedia.org,wikipedia,roa-tara,Tarantino,open,public,public,Tarandíne Wikipedia,2012-02-24,
640,rowiki,ro.wikipedia.org,wikipedia,ro,Romanian,open,public,public,Romanian Wikipedia,2012-02-24,
641,rowikibooks,ro.wikibooks.org,wikibooks,ro,Romanian,open,public,public,Romanian Wikibooks,2012-02-24,
642,rowikinews,ro.wikinews.org,wikinews,ro,Romanian,open,public,public,Romanian Wikinews,2012-02-24,
643,rowikiquote,ro.wikiquote.org,wikiquote,ro,Romanian,open,public,public,Romanian Wikiquote,2012-02-24,
644,rowikisource,ro.wikisource.org,wikisource,ro,Romanian,open,public,public,Romanian Wikisource,2012-02-24,
645,rowikivoyage,ro.wikivoyage.org,wikivoyage,ro,Romanian,open,public,public,Romanian Wikivoyage,2013-02-06,
646,rowiktionary,ro.wiktionary.org,wiktionary,ro,Romanian,open,public,public,Romanian Wiktionary,2012-02-24,
647,ruewiki,rue.wikipedia.org,wikipedia,rue,Rusyn,open,public,public,Rusyn Wikipedia,2012-05-08,
648,ruwiki,ru.wikipedia.org,wikipedia,ru,Russian,open,public,public,Russian Wikipedia,2012-02-24,
649,ruwikibooks,ru.wikibooks.org,wikibooks,ru,Russian,open,public,public,Russian Wikibooks,2012-02-24,
650,ruwikinews,ru.wikinews.org,wikinews,ru,Russian,open,public,public,Russian Wikinews,2012-02-24,
651,ruwikiquote,ru.wikiquote.org,wikiquote,ru,Russian,open,public,public,Russian Wikiquote,2012-02-24,
652,ruwikisource,ru.wikisource.org,wikisource,ru,Russian,open,public,public,Russian Wikisource,2012-02-24,
653,ruwikiversity,ru.wikiversity.org,wikiversity,ru,Russian,open,public,public,Russian Wikiversity,2012-05-08,
654,ruwikivoyage,ru.wikivoyage.org,wikivoyage,ru,Russian,open,public,public,Russian Wikivoyage,2012-11-06,
655,ruwiktionary,ru.wiktionary.org,wiktionary,ru,Russian,open,public,public,Russian Wiktionary,2012-02-24,
656,rwwiki,rw.wikipedia.org,wikipedia,rw,Kinyarwanda,open,public,public,Kinyarwanda Wikipedia,2012-02-24,
657,rwwiktionary,rw.wiktionary.org,wiktionary,rw,Kinyarwanda,open,public,public,Kinyarwanda Wiktionary,2012-02-24,
658,sahwiki,sah.wikipedia.org,wikipedia,sah,Yakut,open,public,public,Sakha Wikipedia,2012-05-08,
659,sahwikiquote,sah.wikiquote.org,wikiquote,sah,Yakut,open,public,public,Sakha Wikiquote,2018-06-04,
660,sahwikisource,sah.wikisource.org,wikisource,sah,Yakut,open,public,public,Sakha Wikisource,2012-05-08,
661,satwiki,sat.wikipedia.org,wikipedia,sat,Santali,open,public,public,Santali Wikipedia,2018-06-28,
662,sawiki,sa.wikipedia.org,wikipedia,sa,Sanskrit,open,public,public,Sanskrit Wikipedia,2012-02-24,
663,sawikibooks,sa.wikibooks.org,wikibooks,sa,Sanskrit,open,public,public,Sanskrit Wikibooks,2012-02-24,
664,sawikiquote,sa.wikiquote.org,wikiquote,sa,Sanskrit,open,public,public,Sanskrit Wikiquote,2013-02-06,
665,sawikisource,sa.wikisource.org,wikisource,sa,Sanskrit,open,public,public,Sanskrit Wikisource,2012-05-08,
666,sawiktionary,sa.wiktionary.org,wiktionary,sa,Sanskrit,open,public,public,Sanskrit Wiktionary,2012-02-24,
667,scnwiki,scn.wikipedia.org,wikipedia,scn,Sicilian,open,public,public,Sicilian Wikipedia,2012-02-24,
668,scnwiktionary,scn.wiktionary.org,wiktionary,scn,Sicilian,open,public,public,Sicilian Wiktionary,2012-02-24,
669,scowiki,sco.wikipedia.org,wikipedia,sco,Scots,open,public,public,Scots Wikipedia,2012-02-24,
670,scwiki,sc.wikipedia.org,wikipedia,sc,Sardinian,open,public,public,Sardinian Wikipedia,2012-02-24,
671,scwiktionary,sc.wiktionary.org,wiktionary,sc,Sardinian,closed,public,public,Sardinian Wiktionary,2012-02-24,2012-02-24
672,sdwiki,sd.wikipedia.org,wikipedia,sd,Sindhi,open,public,public,Sindhi Wikipedia,2012-02-24,
673,sdwikinews,sd.wikinews.org,wikinews,sd,Sindhi,closed,public,public,Sindhi Wikinews,2012-02-24,2012-05-16
674,sdwiktionary,sd.wiktionary.org,wiktionary,sd,Sindhi,open,public,public,Sindhi Wiktionary,2012-02-24,
675,sewiki,se.wikipedia.org,wikipedia,se,Northern Sami,open,public,public,Northern Sami Wikipedia,2012-02-24,
676,sewikibooks,se.wikibooks.org,wikibooks,se,Northern Sami,closed,public,public,Northern Sami Wikibooks,2012-02-24,2012-02-24
677,sgwiki,sg.wikipedia.org,wikipedia,sg,Sango,open,public,public,Sango Wikipedia,2012-02-24,
678,sgwiktionary,sg.wiktionary.org,wiktionary,sg,Sango,open,public,public,Sango Wiktionary,2012-02-24,
679,shiwiki,shi.wikipedia.org,wikipedia,shi,Tachelhit,open,public,public,Tachelhit Wikipedia,2021-06-30,
680,shnwiki,shn.wikipedia.org,wikipedia,shn,Shan,open,public,public,Shan Wikipedia,2019-02-07,
681,shnwikibooks,shn.wikibooks.org,wikibooks,shn,Shan,open,public,public,Shan Wikibooks,2023-01-04,
682,shnwikivoyage,shn.wikivoyage.org,wikivoyage,shn,Shan,open,public,public,Shan Wikivoyage,2022-03-17,
683,shnwiktionary,shn.wiktionary.org,wiktionary,shn,Shan,open,public,public,Shan Wiktionary,2020-05-18,
684,shwiki,sh.wikipedia.org,wikipedia,sh,Serbo-Croatian,open,public,public,Serbo-Croatian Wikipedia,2012-02-24,
685,shwiktionary,sh.wiktionary.org,wiktionary,sh,Serbo-Croatian,open,public,public,Serbo-Croatian Wiktionary,2012-02-24,
686,shywiktionary,shy.wiktionary.org,wiktionary,shy,Shawiya,open,public,public,Shawiya Wiktionary,2019-11-20,
687,simplewiki,simple.wikipedia.org,wikipedia,simple,Simple English,open,public,public,Simple English Wikipedia,2012-02-24,
688,simplewikibooks,simple.wikibooks.org,wikibooks,simple,Simple English,closed,public,public,Simple English Wikibooks,2012-02-24,2012-02-24
689,simplewikiquote,simple.wikiquote.org,wikiquote,simple,Simple English,closed,public,public,Simple English Wikiquote,2012-02-24,2012-02-24
690,simplewiktionary,simple.wiktionary.org,wiktionary,simple,Simple English,open,public,public,Simple English Wiktionary,2012-02-24,
691,siwiki,si.wikipedia.org,wikipedia,si,Sinhala,open,public,public,Sinhala Wikipedia,2012-02-24,
692,siwikibooks,si.wikibooks.org,wikibooks,si,Sinhala,open,public,public,Sinhala Wikibooks,2012-02-24,
693,siwiktionary,si.wiktionary.org,wiktionary,si,Sinhala,open,public,public,Sinhala Wiktionary,2012-02-24,
694,skrwiki,skr.wikipedia.org,wikipedia,skr,Saraiki,open,public,public,Saraiki Wikipedia,2020-11-25,
695,skrwiktionary,skr.wiktionary.org,wiktionary,skr,Saraiki,open,public,public,Saraiki Wiktionary,2020-11-25,
696,skwiki,sk.wikipedia.org,wikipedia,sk,Slovak,open,public,public,Slovak Wikipedia,2012-02-24,
697,skwikibooks,sk.wikibooks.org,wikibooks,sk,Slovak,open,public,public,Slovak Wikibooks,2012-02-24,
698,skwikiquote,sk.wikiquote.org,wikiquote,sk,Slovak,open,public,public,Slovak Wikiquote,2012-02-24,
699,skwikisource,sk.wikisource.org,wikisource,sk,Slovak,open,public,public,Slovak Wikisource,2012-02-24,
700,skwiktionary,sk.wiktionary.org,wiktionary,sk,Slovak,open,public,public,Slovak Wiktionary,2012-02-24,
701,slwiki,sl.wikipedia.org,wikipedia,sl,Slovenian,open,public,public,Slovenian Wikipedia,2012-02-24,
702,slwikibooks,sl.wikibooks.org,wikibooks,sl,Slovenian,open,public,public,Slovenian Wikibooks,2012-02-24,
703,slwikiquote,sl.wikiquote.org,wikiquote,sl,Slovenian,open,public,public,Slovenian Wikiquote,2012-02-24,
704,slwikisource,sl.wikisource.org,wikisource,sl,Slovenian,open,public,public,Slovenian Wikisource,2012-02-24,
705,slwikiversity,sl.wikiversity.org,wikiversity,sl,Slovenian,open,public,public,Slovenian Wikiversity,2012-05-08,
706,slwiktionary,sl.wiktionary.org,wiktionary,sl,Slovenian,open,public,public,Slovenian Wiktionary,2012-02-24,
